,Unnamed: 0,year,round,pick,position,school,Player,Class,Season,Pos,School,Conf_x,G,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,teamyear,Rk,Team,Conf_y,W-L,BPI Off,BPI Def,BPI,Year,identifier_hs,Rank,Name,Position,Height,Weight,Player
150,90,2014,1,10,PG,Louisiana Lafayette,Elfrid Payton,JR,2013-14,G,Louisiana,Sun Belt,35,35.9,6.8,13.3,6.4,11.8,0.4,1.5,5.3,8.6,2.3,3.7,6,5.9,2.3,0.6,3.6,2.4,19.2,Louisiana Lafayette2014,270,Louisiana Lafayette,Sun Belt,20-Nov,1.1,-6.3,-5.2,2014,,UR,,,73,170,Elfrid Payton
151,86,2014,1,11,SF,Creighton,Doug McDermott,SR,2013-14,F,Creighton,Big East,35,33.7,9.4,17.9,6.7,11.8,2.7,6.1,5.1,5.9,1.6,5.3,7,1.6,0.2,0.1,1.8,1.9,26.7,Creighton2014,13,Creighton,Big East,27-8,11.4,3.3,14.8,2014,,UR,,,79,195,Doug McDermott
161,70,2014,1,24,PG,Connecticut,Shabazz Napier,SR,2013-14,G,Connecticut,AAC,40,35.1,5.3,12.4,3.2,7,2.2,5.4,5.2,6,1,4.9,5.9,4.9,1.8,0.3,2.9,2.1,18,Connecticut2014,25,Connecticut,American,31-8,4.3,8.5,12.7,2014,,UR,,,71,165,Shabazz Napier
162,46,2014,1,28,SG,Washington,C.J. Wilcox,SR,2013-14,G,Washington,Pac-12,32,34.9,6.2,13.6,3.3,6.4,2.8,7.2,3.2,3.7,0.7,3,3.7,2.5,1,1,1.7,2.3,18.3,Washington2014,117,Washington,Pac-12,17-15,5.7,-2.5,3.1,2014,,UR,,,77,190,C.J. Wilcox
163,89,2014,1,29,SF/PF,Stanford,Josh Huestis,SR,2013-14,F,Stanford,Pac-12,36,35.2,4.3,9.6,3.6,7.5,0.7,2.1,1.8,2.8,2.5,5.7,8.2,1.2,0.6,1.9,1.2,2.1,11.2,Stanford2014,61,Stanford,Pac-12,23-13,4.5,3,7.4,2014,,UR,,,79,200,Josh Huestis
166,159,2014,2,32,SF,Clemson,K.J. McDaniels,JR,2013-14,F,Clemson,ACC,36,33.7,5.8,12.6,4.6,8.8,1.2,3.8,4.3,5.1,2.4,4.7,7.1,1.6,1.1,2.8,2.3,2.2,17.1,Clemson2014,42,Clemson,ACC,23-13,-4,13.2,9.2,2014,,UR,,,78,190,K.J. McDaniels
167,141,2014,2,33,SG,Virginia,Joe Harris,JR,2012-13,G,Virginia,ACC,35,32.5,5.5,11.7,3.3,6.5,2.2,5.2,3.2,4.3,0.9,3.2,4,2.2,0.9,0.5,2,2.3,16.3,Virginia2014,5,Virginia,ACC,30-7,0.2,16.1,16.4,2014,,UR,,,77,195,Joe Harris
169,127,2014,2,35,PF,Tennessee,Jarnell Stokes,JR,2013-14,F,Tennessee,SEC,37,32.4,5.4,10.1,5.4,10.1,0,0,4.3,6.2,4.2,6.4,10.6,2,0.7,0.9,2.1,2,15.1,Tennessee2014,15,Tennessee,SEC,24-13,5.1,9.4,14.5,2014,,UR,,,80,250,Jarnell Stokes
171,69,2014,2,37,SF,Connecticut,DeAndre Daniels,JR,2013-14,F,Connecticut,AAC,38,29,4.9,10.6,3.6,7.4,1.3,3.2,1.8,2.3,1.4,4.6,6,0.4,0.7,1.4,1.5,2.4,13.1,Connecticut2014,25,Connecticut,American,31-8,4.3,8.5,12.7,2014,,UR,,,79,191,DeAndre Daniels
172,245,2014,2,38,PG/SG,Colorado,Spencer Dinwiddie,SO,2012-13,G,Colorado,Pac-12,33,32.5,3.9,9.5,2.5,5.3,1.4,4.2,6,7.3,0.3,2.9,3.2,3,1.3,0.5,2.2,2,15.3,Colorado2014,74,Colorado,Pac-12,23-12,2.5,4.2,6.7,2014,,UR,,,75,160,Spencer Dinwiddie
176,200,2014,2,44,SG,Oklahoma State,Markel Brown,SR,2013-14,G,Oklahoma State,Big 12,34,35.3,5.6,11.8,4,7.6,1.6,4.3,4.4,5.7,1.1,4.2,5.3,2.9,1,1,1.6,2.5,17.2,Oklahoma State2014,17,Oklahoma State,Big 12,21-13,10.3,3.8,14.1,2014,,UR,,,76,185,Markel Brown
178,148,2014,2,46,PG,Missouri,Jordan Clarkson,JR,2013-14,G,Missouri,SEC,35,35.1,6,13.3,5.1,10.1,0.9,3.3,4.6,5.6,0.8,3,3.8,3.4,1.1,0.2,2.7,2.2,17.5,Missouri2014,55,Missouri,SEC,23-12,6.1,1.9,8,2014,,UR,,,76,175,Jordan Clarkson
179,235,2014,2,47,PG/SG,Louisville,Russ Smith,SR,2013-14,G,Louisville,AAC,37,29.3,6.1,13,4.2,8.1,1.9,4.9,4.1,5.9,0.8,2.5,3.3,4.6,2,0.1,2.8,2.5,18.2,Louisville2014,1,Louisville,American,31-6,10.7,9.4,20.1,2014,,UR,,,73,160,Russ Smith
181,48,2014,2,49,PF/C,New Mexico,Cameron Bairstow,SR,2013-14,F,New Mexico,MWC,34,32.9,7,12.5,6.9,12.4,0,0.1,6.4,8.8,2.2,5.1,7.4,1.6,0.6,1.5,2,2.1,20.4,New Mexico2014,45,New Mexico,MW,27-7,5.8,3.3,9.1,2014,,UR,,,80,230,Cameron Bairstow
183,236,2014,2,55,PG,Xavier,Semaj Christon,SO,2013-14,G,Xavier,Big East,34,35.3,5.9,12.4,5.4,10.9,0.6,1.4,4.6,6.9,0.4,2.2,2.7,4.2,1.3,0.2,2.6,2.1,17,Xavier2014,39,Xavier,Big East,21-13,5.1,4.5,9.6,2014,,UR,,,74,180,Semaj Christon
186,260,2014,2,59,PG/SG,San Diego State,Xavier Thames,SR,2013-14,G,San Diego State,MWC,36,31.3,5.2,12.7,3.5,8.2,1.7,4.5,5.4,6.5,0.6,2.3,2.9,3.2,1.6,0.1,1.4,2,17.6,San Diego State2014,21,San Diego State,MW,31-5,1.8,11.5,13.3,2014,,UR,,,75,160,Xavier Thames
193,92,2015,1,9,C,Wisconsin,Frank Kaminsky,SR,2014-15,C,Wisconsin,Big Ten,39,33.6,6.8,12.5,5.8,9.9,1.1,2.6,4,5.1,1.5,6.7,8.2,2.6,0.8,1.5,1.6,1.7,18.8,Wisconsin2015,3,Wisconsin,Big Ten,36-3,10.4,11.3,21.7,2015,,UR,,,82,260,Frank Kaminsky
198,49,2015,1,14,PG,Murray State,Cameron Payne,SO,2014-15,G,Murray State,OVC,35,32.2,7,15.3,4.6,9,2.4,6.4,3.8,4.8,0.6,3.1,3.7,6,1.9,0.5,2.5,2.1,20.2,Murray State2015,59,Murray State,Ohio Valley W,29-6,9.9,-2.3,7.5,2015,,UR,,,71,166,Cameron Payne
204,73,2015,1,20,PG,Utah,Delon Wright,SR,2014-15,G,Utah,Pac-12,35,33.3,4.7,9.3,4,7.2,0.7,2.1,4.4,5.2,1,4,4.9,5.1,2.1,1,1.9,1.4,14.5,Utah2015,10,Utah,Pac-12,26-9,5,11.3,16.2,2015,,UR,,,76,175,Delon Wright
210,294,2015,1,27,PF,Wyoming,Larry Nance Jr.,SR,2014-15,F,Wyoming,MWC,31,34.9,6,11.6,5.5,10.3,0.5,1.4,3.7,4.7,1.4,5.8,7.2,2.5,1.2,1.2,2.3,2.2,16.1,Wyoming2015,119,Wyoming,MW,25-10,-4.8,7.7,2.9,2015,,UR,,,79,195,Larry Nance Jr.
211,228,2015,1,28,SG,Georgia State,R.J. Hunter,JR,2014-15,G,Georgia State,Sun Belt,35,37,5.8,14.7,3.5,7.2,2.3,7.5,5.8,6.6,0.8,3.9,4.7,3.6,2.1,1,2.2,2.4,19.7,Georgia State2015,57,Georgia State,Sun Belt,25-10,4,3.6,7.7,2015,,UR,,,77,180,R.J. Hunter
218,284,2015,2,37,SF/PF,Bowling Green,Richaun Holmes,JR,2014-15,F,Bowling Green,MAC,31,28.8,5.3,9.5,4.7,8.1,0.6,1.4,3.5,4.9,2.8,5.2,8,0.8,0.7,2.7,1.9,2.5,14.7,Bowling Green2015,129,Bowling Green,MAC E,21-12,-1.1,3.4,2.3,2015,,UR,,,80,215,Richaun Holmes
219,292,2015,2,38,SG,Villanova,Darrun Hilliard,SR,2014-15,G,Villanova,Big East,35,28.8,4.9,11,2.6,5.2,2.3,5.8,2.3,2.9,0.5,2.7,3.1,2.1,1.8,0.3,1.2,2.2,14.3,Villanova2015,6,Villanova,Big East,33-3,10.8,8.5,19.3,2015,,UR,,,77,185,Darrun Hilliard
220,154,2015,2,40,SG,Tennessee,Josh Richardson,SR,2014-15,G,Tennessee,SEC,32,36.3,5.8,12.5,4.3,8.5,1.4,4,3.1,3.9,0.9,3.6,4.5,3.6,2.1,0.5,2.7,2.5,16,Tennessee2015,99,Tennessee,SEC,16-16,-0.3,4.8,4.5,2015,,UR,,,77,185,Josh Richardson
221,138,2015,2,41,SF,Notre Dame,Pat Connaughton,SR,2014-15,G,Notre Dame,ACC,38,35.6,4.4,9.4,1.9,3.6,2.4,5.8,1.3,1.7,1.1,6.3,7.4,1.5,0.7,0.9,1.2,2,12.5,Notre Dame2015,11,Notre Dame,ACC,32-6,13,2.8,15.8,2015,,UR,,,76,190,Pat Connaughton
222,218,2015,2,42,PG,Boston College,Olivier Hanlan,JR,2014-15,G,Boston College,ACC,32,37.6,7,15.5,5,9.8,2,5.8,3.4,4.5,0.8,3.5,4.2,4.2,1.3,0,2.7,2.1,19.5,Boston College2015,95,Boston College,ACC,13-19,2.2,2.4,4.6,2015,,UR,,,75,185,Olivier Hanlan
225,201,2015,2,45,PG,William & Mary,Marcus Thornton,SR,2014-15,G,William & Mary,CAA,33,36.7,6.5,14.3,3.4,6.6,3.1,7.7,3.8,4.6,0.3,2.5,2.8,2.9,0.6,0.1,2.3,1.1,20,William & Mary2015,97,William & Mary,CAA,20-13,5.2,-0.7,4.5,2015,,UR,,,76,195,Marcus Thornton
228,2,2015,2,49,PF,Iowa,Aaron White,SR,2014-15,F,Iowa,Big Ten,34,31.5,5,9.6,4.4,7.9,0.6,1.7,5.7,7,2.1,5.2,7.3,1.4,1.3,0.5,1.2,1.6,16.4,Iowa2015,21,Iowa,Big Ten,22-12,5.6,6.5,12.1,2015,,UR,,,79,205,Aaron White
229,257,2015,2,51,PG,Eastern Washington,Tyler Harvey,JR,2014-15,G,Eastern Washington,Big Sky,32,36.9,7.2,15.3,3.2,6,4,9.3,4.7,5.5,0.6,3,3.6,2.6,1.1,0.1,2,1.9,23.1,Eastern Washington2015,120,Eastern Washington,Big Sky,26-9,9.9,-7,2.9,2015,,UR,,,76,150,Tyler Harvey
231,286,2015,2,55,PF,Massachusetts,Cady Lalanne,SR,2014-15,F,Massachusetts,A-10,32,29,4.3,7.8,4.2,7.3,0.1,0.6,2.8,4.5,3.4,6.1,9.5,0.3,0.6,1.9,2.5,2.7,11.6,Massachusetts2015,96,Massachusetts,A 10,17-15,4.6,0.1,4.6,2015,,UR,,,80,210,Cady Lalanne
238,43,2016,1,6,SG,Oklahoma,Buddy Hield,SR,2015-16,G,Oklahoma,Big 12,37,35.4,8.1,16.2,4.2,7.5,4,8.7,4.8,5.4,1.2,4.5,5.7,2,1.1,0.5,3.1,2.1,25,Oklahoma2016,13,Oklahoma,Big 12,29-8,10.1,4.8,14.9,2016,,UR,,,76,185,Buddy Hield
239,117,2016,1,7,SG/PG,Kentucky,Jamal Murray,FR,2015-16,G,Kentucky,SEC,36,35.2,6.8,14.9,3.6,7.3,3.1,7.7,3.3,4.2,1.5,3.7,5.2,2.2,1,0.3,2.3,2.1,20,Kentucky2016,8,Kentucky,SEC,27-9,9.8,6.4,16.2,2016,,UR,,,76,193,Jamal Murray
241,116,2016,1,9,C,Utah,Jakob Poeltl,SO,2015-16,F,Utah,Pac-12,36,30.4,6.3,9.8,6.3,9.8,0,0,4.6,6.6,2.8,6.3,9.1,1.9,0.6,1.6,2.1,2.3,17.2,Utah2016,40,Utah,Pac-12,27-9,6.3,3.9,10.1,2016,,UR,,,84,230,Jakob Poeltl
242,84,2016,1,11,PF/C,Gonzaga,Domantas Sabonis,SO,2015-16,F,Gonzaga,WCC,36,31.9,6.6,10.9,6.5,10.5,0.1,0.4,4.2,5.4,3.1,8.8,11.8,1.8,0.6,0.9,2.6,3.2,17.6,Gonzaga2016,26,Gonzaga,WCC,28-8,6.4,6.1,12.5,2016,,UR,,,82,230,Domantas Sabonis
243,276,2016,1,12,PF,Baylor,Taurean Prince,SR,2015-16,F,Baylor,Big 12,34,30.6,5.5,12.7,3.9,8.4,1.6,4.3,3.3,4.3,2.4,3.7,6.1,2.3,1.3,0.7,2.7,2.5,15.9,Baylor2016,29,Baylor,Big 12,22-12,7.5,4.3,11.8,2016,,UR,,,79,210,Taurean Prince
245,281,2016,1,17,PG,Vanderbilt,Wade Baldwin IV,SO,2015-16,G,Vanderbilt,SEC,33,30.4,4.1,9.6,2.8,6.5,1.2,3.1,4.7,5.9,0.4,3.6,4,5.2,1.2,0.3,2.8,2.6,14.1,Vanderbilt2016,17,Vanderbilt,SEC,19-14,6,7.6,13.6,2016,,UR,,,74,180,Wade Baldwin IV
248,50,2016,1,20,SG,Michigan,Caris LeVert,SO,2013-14,G,Michigan,Big Ten,37,34,4.4,10,2.8,6.1,1.6,4,2.5,3.2,0.5,3.8,4.3,2.9,1.2,0.3,1.7,1.7,12.9,Michigan2016,37,Michigan,Big Ten,23-13,4.1,6.3,10.4,2016,,UR,,,77,200,Caris LeVert
249,68,2016,1,21,SF,Saint Joseph's,DeAndre Bembry,JR,2015-16,F,Saint Joseph's,A-10,36,37.3,6.6,13.8,5.7,10.3,0.9,3.6,3.3,4.9,1.4,6.3,7.8,4.5,1.4,0.8,2,2.4,17.4,Saint Joseph's2016,51,Saint Joseph's,A 10,28-8,6.5,2.2,8.7,2016,,UR,,,78,165,DeAndre Bembry
252,221,2016,1,27,PF,New Mexico State,Pascal Siakam,SO,2015-16,F,New Mexico State,WAC,34,34.6,8.1,15,8,14.6,0.1,0.4,4,5.9,3.9,7.7,11.6,1.7,1,2.2,2,2.7,20.3,New Mexico State2016,113,New Mexico State,WAC,23-11,-2.7,6,3.3,2016,,UR,,,80,210,Pascal Siakam
261,222,2016,2,38,SG/SF,UNLV,Patrick McCaw,SO,2015-16,G,Nevada-Las Vegas,MWC,33,33.7,5.1,10.9,3,5.3,2.1,5.6,2.5,3.2,1.2,4,5.1,3.9,2.5,0.4,2.1,2.2,14.7,UNLV2016,95,UNLV,MW,18-15,5.5,-0.7,4.8,2016,,UR,,,77,180,Patrick McCaw
270,30,2016,2,51,PF,Providence,Ben Bentil,SO,2015-16,F,Providence,Big East,35,34.2,7,15.2,5.5,10.7,1.5,4.5,5.5,7.1,2.7,5,7.7,1.1,0.9,1,1.9,2.8,21.1,Providence2016,62,Providence,Big East,24-11,3.8,3.6,7.4,2016,,UR,,,80,225,Ben Bentil
271,283,2016,2,52,PF/C,Weber State,Joel Bolomboy,SR,2015-16,C,Weber State,Big Sky,33,31.5,5.8,10.2,5.2,8.5,0.6,1.7,4.8,6.9,3.3,9.3,12.6,1.1,0.7,1.2,2.4,2.2,17.1,Weber State2016,120,Weber State,Big Sky,26-9,0.1,2.7,2.8,2016,,UR,,,79,210,Joel Bolomboy
272,161,2016,2,54,PG,Oakland,Kay Felder,JR,2015-16,G,Oakland,Horizon,35,36.7,7.7,17.5,5.5,11.4,2.2,6.1,6.8,8.1,0.7,3.5,4.3,9.3,2,0.2,3.4,3,24.4,Oakland2016,73,Oakland,Horizon,23-12,11.8,-5.3,6.5,2016,,UR,,,69,165,Kay Felder
275,3,2016,2,58,SF,Iowa State,Abdel Nader,SR,2015-16,F,Iowa State,Big 12,35,31.1,4.6,9.6,3.1,5.6,1.5,4,2.2,3,0.7,4.2,5,1.5,1.1,0.7,2.3,2.8,12.9,Iowa State2016,25,Iowa State,Big 12,23-12,12.3,0.5,12.8,2016,,UR,,,78,180,Abdel Nader
276,44,2016,2,59,PG/SG,Oklahoma,Isaiah Cousins,SR,2015-16,G,Oklahoma,Big 12,37,33.3,4.6,11.2,2.8,7,1.8,4.3,1.8,2.6,0.6,3.8,4.5,4.5,1.4,0.3,2.4,1.7,12.6,Oklahoma2016,13,Oklahoma,Big 12,29-8,10.1,4.8,14.9,2016,,UR,,,76,188,Isaiah Cousins
277,131,2016,2,60,PG,California,Tyrone Wallace,JR,2014-15,G,University of California,Pac-12,33,34.9,6.3,14.8,5.5,12.2,0.8,2.7,3.6,6,0.9,6.2,7.1,4,1.3,0.3,2.8,2.8,17.1,California2016,30,California,Pac-12,23-11,5.1,6.7,11.8,2016,,UR,,,76,180,Tyrone Wallace
284,180,2017,1,7,PF,Arizona,Lauri Markkanen,FR,2016-17,F,Arizona,Pac-12,37,30.8,5,10.2,3.1,5.8,1.9,4.4,3.7,4.4,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2,15.6,Arizona2017,22,Arizona,Pac-12,32-5,8.8,5.9,14.7,2017,,UR,,,83,220,Lauri Markkanen
285,75,2017,1,9,PG,NC State,Dennis Smith Jr.,FR,2016-17,G,NC State,ACC,32,34.8,6,13.1,4.3,8.3,1.7,4.8,4.5,6.3,0.8,3.8,4.6,6.2,1.9,0.4,3.4,2.1,18.1,NC State2017,87,NC State,ACC,15-17,5.6,-0.8,4.8,2017,,UR,,,74,190,Dennis Smith Jr.
293,263,2017,1,16,C,Creighton,Justin Patton,FR,2016-17,C,Creighton,Big East,35,25.3,5.7,8.5,5.5,8,0.2,0.4,1.3,2.5,1.7,4.5,6.2,1.2,0.9,1.4,1.7,2.7,12.9,Creighton2017,27,Creighton,Big East,25-10,8.1,3.9,12,2017,,UR,,,82,205,Justin Patton
294,59,2017,1,17,PF/SF,Michigan,D.J. Wilson,JR,2016-17,F,Michigan,Big Ten,38,30.4,4.3,8,3.2,5.1,1.1,2.9,1.3,1.6,1.5,3.8,5.3,1.3,0.5,1.5,1.1,1.9,11,Michigan2017,16,Michigan,Big Ten,26-12,11.6,3.9,15.6,2017,,UR,,,80,215,D.J. Wilson
296,273,2017,1,19,PF,Wake Forest,John Collins,SO,2016-17,F,Wake Forest,ACC,33,26.6,7.1,11.4,7.1,11.4,0,0,5,6.7,3.8,6.1,9.8,0.5,0.6,1.6,1.8,3,19.2,Wake Forest2017,30,Wake Forest,ACC,19-14,10.1,0.7,10.7,2017,,UR,,,80,221,John Collins
299,266,2017,1,23,SF,Indiana,OG Anunoby,SO,2016-17,F,Indiana,Big Ten,16,25.1,4.3,7.6,3.4,4.8,0.9,2.8,1.7,3,1.8,3.7,5.4,1.4,1.3,1.3,1.6,2.1,11.1,Indiana2017,32,Indiana,Big Ten,18-16,7.5,3.2,10.6,2017,,UR,,,79,210,OG Anunoby
302,272,2017,1,27,PF,Utah,Kyle Kuzma,JR,2016-17,F,Utah,Pac-12,29,30.8,6.3,12.4,5.3,9.6,0.9,2.9,2.9,4.4,2.8,6.6,9.3,2.4,0.6,0.5,2.1,1.6,16.4,Utah2017,59,Utah,Pac-12,20-12,4.2,3.4,7.7,2017,,UR,,,81,190,Kyle Kuzma
304,78,2017,1,29,PG/SG,Colorado,Derrick White,SR,2016-17,G,Colorado,Pac-12,34,32.8,6,11.9,4.4,7.6,1.7,4.2,4.4,5.4,1,3.1,4.1,4.4,1.2,1.4,2.4,2.1,18.1,Colorado2017,92,Colorado,Pac-12,19-15,3.5,0.9,4.4,2017,,UR,,,72,164,Derrick White
307,67,2017,2,32,SG,Miami (FL),Davon Reed,SR,2016-17,G,Miami (FL),ACC,33,35.3,4.9,11.3,2.5,5.2,2.4,6,2.7,3.3,0.8,3.9,4.8,2.4,1.3,0.5,2,1.6,14.9,Miami (FL)2017,31,Miami (FL),ACC,21-12,4.5,6.2,10.7,2017,,UR,,,77,175,Davon Reed
308,269,2017,2,33,SF,Kansas State,Wes Iwundu,SR,2016-17,F,Kansas State,Big 12,35,31.4,4.3,9,3.4,6.5,0.9,2.4,3.5,4.5,1,5.3,6.3,3.5,1,0.3,2.3,1.8,13,Kansas State2017,37,Kansas State,Big 12,21-14,5.1,5.1,10.2,2017,,UR,,,79,190,Wes Iwundu
309,153,2017,2,34,PG,Kansas,Frank Mason III,SR,2016-17,G,Kansas,Big 12,36,36.1,6.7,13.7,4.4,8.8,2.3,4.8,5.3,6.6,0.6,3.6,4.2,5.2,1.3,0.1,2.4,2,20.9,Kansas2017,4,Kansas,Big 12,31-5,12.1,6.3,18.4,2017,,UR,,,72,170,Frank Mason III
317,62,2017,2,44,SG,Houston,Damyean Dotson,SR,2016-17,G,Houston,AAC,32,34.3,6.3,13.4,2.9,5.8,3.4,7.6,1.4,1.7,1.5,5.4,6.9,1.1,0.9,0.2,1,1.7,17.4,Houston2017,48,Houston,American,21-11,6.5,2.7,9.2,2017,,UR,,,78,181,Damyean Dotson
318,81,2017,2,45,SF,Oregon,Dillon Brooks,SO,2015-16,F,Oregon,Pac-12,38,32.8,6.1,12.9,4.8,9.2,1.3,3.7,3.3,4.1,2,3.4,5.4,3.1,1.1,0.4,2.3,2.9,16.7,Oregon2017,10,Oregon,Pac-12,33-6,10.7,6.8,17.4,2017,,UR,,,79,215,Dillon Brooks
319,238,2017,2,46,SG,SMU,Sterling Brown,SR,2016-17,G,Southern Methodist,AAC,35,32.7,4.6,10,2.9,6.1,1.7,3.9,2.5,3.1,1.6,4.9,6.5,3,1.4,0.5,2,2.6,13.4,SMU2017,17,SMU,American,30-5,10.3,5.2,15.5,2017,,UR,,,76,180,Sterling Brown
324,181,2017,2,53,SG,Arizona,Kadeem Allen,SO,2016-17,G,Arizona,Pac-12,34,30,3.1,6.9,2.2,4.7,0.9,2.2,2.5,3.4,0.4,3.7,4,3,1.6,0.6,1.9,2.4,9.8,Arizona2017,22,Arizona,Pac-12,32-5,8.8,5.9,14.7,2017,,UR,,,75,170,Kadeem Allen
2,139,2011,1,10,PG/SG,BYU,Jimmer Fredette,SR,2010-11,G,Brigham Young,MWC,37,35.8,9.4,20.7,6,12.2,3.4,8.5,6.8,7.6,0.6,2.8,3.4,4.3,1.3,0,3.5,1.3,28.9,BYU2011,13,BYU,MW,32-5,13.2,0.8,14,2011,,UR,,,74,185,Jimmer Fredette
4,5,2011,1,12,SG,Colorado,Alec Burks,SO,2010-11,G,Colorado,Big 12,38,31.4,6.6,14.1,5.9,11.6,0.7,2.5,6.6,7.9,2.4,4.1,6.5,2.9,1.1,0.3,2.6,2.3,20.5,Colorado2011,71,Colorado,Big 12,24-14,9.5,-3.1,6.3,2011,,UR,,,76,200,Alec Burks
5,197,2011,1,13,PF,Kansas,Markieff Morris,JR,2010-11,F,Kansas,Big 12,38,24.4,5.1,8.7,4.5,7.2,0.7,1.6,2.7,4,2.7,5.6,8.3,1.4,0.8,1.1,2.1,2.8,13.6,Kansas2011,2,Kansas,Big 12,35-3,13.3,6.5,19.8,2011,,UR,,,81,230,Markieff Morris
6,196,2011,1,14,PF/SF,Kansas,Marcus Morris,JR,2010-11,F,Kansas,Big 12,38,28.3,6.3,11.1,5.6,9.1,0.7,2,3.9,5.7,2.6,5,7.6,1.6,0.8,0.6,1.8,2.6,17.2,Kansas2011,2,Kansas,Big 12,35-3,13.3,6.5,19.8,2011,,UR,,,81,215,Marcus Morris
8,327,2011,1,16,C,USC,Nikola Vucevic,JR,2010-11,C,USC,Pac-12,34,34.9,6.3,12.5,5.5,10.1,0.9,2.4,3.6,4.8,2.9,7.4,10.3,1.6,0.5,1.4,1.7,2.8,17.1,USC2011,58,USC,Pac-12,19-15,-0.6,8.4,7.9,2011,,UR,,,82,230,Nikola Vucevic
12,164,2011,1,22,PF,Morehead State,Kenneth Faried,SR,2010-11,F,Morehead State,OVC,35,34.7,6.7,10.7,6.7,10.7,0,0,4,6.9,5.7,8.8,14.5,1.1,1.9,2.3,2.6,3.1,17.3,Morehead State2011,86,Morehead State,OVC,24-10,-0.1,5.1,5,2011,,UR,,,78,185,Kenneth Faried
14,202,2011,1,25,SG,Providence,Marshon Brooks,SR,2010-11,G,Providence,Big East,32,36.5,8.6,17.8,6.5,11.7,2.1,6.2,5.3,6.8,2.3,4.8,7,2.5,1.5,1.2,3.1,2.5,24.6,Providence2011,102,Providence,Big East,15-17,8,-3.9,4.1,2011,,UR,,,77,175,Marshon Brooks
16,217,2011,1,28,PG,Cleveland State,Norris Cole,SR,2010-11,G,Cleveland State,Horizon,36,35.7,7,15.9,5.6,11.8,1.4,4.1,6.3,7.4,0.8,5.1,5.8,5.3,2.2,0.1,2.7,2.4,21.7,Cleveland State2011,70,Cleveland State,Horizon,27-9,2.1,4.5,6.6,2011,,UR,,,71,165,Norris Cole
17,140,2011,1,30,SG,Marquette,Jimmy Butler,SR,2010-11,G,Marquette,Big East,37,34.6,5.1,10.3,4.5,8.8,0.5,1.6,5.1,6.5,2.4,3.6,6.1,2.3,1.4,0.4,1.5,1.3,15.7,Marquette2011,30,Marquette,Big East,22-15,8.1,3,11.1,2011,,UR,,,78,215,Jimmy Butler
18,155,2011,2,32,PF,Richmond,Justin Harper,SR,2010-11,F,Richmond,A-10,37,31.8,6.6,12.4,4.5,7.8,2.1,4.6,2.5,3.2,1.7,5.2,6.9,1.2,0.6,1.2,1.5,2.2,17.9,Richmond2011,40,Richmond,A 10,29-8,2.8,7.4,10.2,2011,,UR,,,80,195,Justin Harper
20,240,2011,2,34,PG,Butler,Shelvin Mack,JR,2010-11,G,Butler,Horizon,38,32.1,5.3,13,3,6.5,2.3,6.5,3.2,4.1,0.7,3.8,4.5,3.4,0.8,0.1,2.4,1.7,16,Butler2011,41,Butler,Horizon,28-10,5,5.2,10.2,2011,,UR,,,74,175,Shelvin Mack
22,149,2011,2,36,PF,Maryland,Jordan Williams,SO,2010-11,F,Maryland,ACC,33,32.5,6.5,12,6.5,12,0,0,4,6.9,3.7,8.1,11.8,0.6,0.7,1.4,1.6,2.4,16.9,Maryland2011,24,Maryland,ACC,19-14,8.2,3.6,11.9,2011,,UR,,,82,240,Jordan Williams
23,323,2011,2,37,PF,Georgia,Trey Thompkins,JR,2010-11,F,Georgia,SEC,30,31.2,6.5,13.4,5.7,11,0.8,2.5,2.7,4,1.9,5.8,7.6,1.4,1.1,1.7,2.5,2.2,16.4,Georgia2011,47,Georgia,SEC,21-12,3.5,5.8,9.4,2011,,UR,,,82,230,Trey Thompkins
28,54,2011,2,44,PG,Hofstra,Charles Jenkins,SR,2010-11,G,Hofstra,CAA,33,37.3,7.5,14.6,5.5,9.8,2,4.8,5.5,6.7,0.5,2.8,3.4,4.8,1.7,0.7,2.2,2,22.6,Hofstra2011,148,Hofstra,CAA,21-12,2.9,-2.2,0.7,2011,,UR,,,75,215,Charles Jenkins
29,40,2011,2,45,C,Kentucky,Josh Harrellson,SR,2010-11,F,Kentucky,SEC,38,28.5,3.3,5.5,3.3,5.2,0.1,0.3,0.9,1.5,3.7,5,8.7,0.8,0.9,1.5,0.7,2.4,7.6,Kentucky2011,5,Kentucky,SEC,29-9,8.7,7.8,16.5,2011,,UR,,,83,270,Josh Harrellson
30,8,2011,2,46,PG,College of Charleston,Andrew Goudelock,SR,2010-11,G,College of Charleston,Southern,37,35.2,8.6,18.9,5.1,10.2,3.5,8.7,3,3.6,0.7,3.2,3.9,4.2,0.9,0.2,3.2,1.8,23.7,College of Charleston2011,65,College of Charleston,Southern,26-11,7.5,-0.1,7.4,2011,,UR,,,72,175,Andrew Goudelock
31,324,2011,2,47,SG,Georgia,Travis Leslie,JR,2010-11,G,Georgia,SEC,33,32.2,5.4,10.9,5,9.6,0.4,1.3,3.3,4.1,3.2,4,7.2,2.9,1.2,0.6,2.2,1.9,14.4,Georgia2011,47,Georgia,SEC,21-12,3.5,5.8,9.4,2011,,UR,,,76,185,Travis Leslie
