Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
119,Ryan Arcidiacono\ryan-arcidiacono-1,SR,2015-16,G,Villanova,Big East,40,1282,32.1,4.1,9.3,2.2,4.5,1.9,4.8,2.3,2.8,0.4,2.6,2.9,4.2,1.4,0,1.5,1.5,12.5
120,Jimmy Butler\jimmy-butler-1,SR,2010-11,G,Marquette,Big East,37,1282,34.6,5.1,10.3,4.5,8.8,0.5,1.6,5.1,6.5,2.4,3.6,6.1,2.3,1.4,0.4,1.5,1.3,15.7
121,Juan'ya Green\juanya-green-1,SR,2015-16,G,Hofstra,CAA,34,1282,37.7,5.1,12.8,3.1,7.3,2,5.5,5.6,7.1,0.7,3.6,4.4,7.1,1.6,0.5,3,2.3,17.8
122,Davon Usher\davon-usher-1,SR,2013-14,G,Delaware,CAA,35,1282,36.6,6.2,13.7,3.7,7,2.4,6.7,4.6,6.2,1.5,4.6,6.1,1.8,1.8,0.4,2,2.6,19.4
123,Anthony Davis\anthony-davis-5,FR,2011-12,F,Kentucky,SEC,40,1281,32,5.3,8.4,5.2,7.9,0.1,0.5,3.6,5.1,3,7.4,10.4,1.3,1.4,4.7,1,2,14.2
124,Justin Jackson\justin-jackson-4,JR,2016-17,F,North Carolina,ACC,40,1281,32,6.6,14.9,4,7.8,2.6,7.1,2.5,3.3,1.5,3.2,4.7,2.8,0.8,0.2,1.7,1.4,18.3
125,Nik Stauskas\nik-stauskas-1,SO,2013-14,G,Michigan,Big Ten,36,1281,35.6,5.1,10.9,2.6,5.2,2.6,5.8,4.7,5.7,0.4,2.5,2.9,3.3,0.6,0.3,1.9,1.3,17.5
126,Shep Garner\shep-garner-1,SR,2017-18,G,Penn State,Big Ten,39,1279,32.8,3.7,8.4,0.7,1.3,3.1,7.1,0.9,1.1,0.2,1.8,2.1,1.3,0.9,0.1,1.2,2.1,11.4
127,Julyan Stone\julyan-stone-1,SR,2010-11,G,Texas-El Paso,CUSA,35,1279,36.5,2.9,5.8,2.6,4.3,0.4,1.5,2.2,4,1.2,6.3,7.5,5.3,1.5,0.6,1.9,2.4,8.5
128,Anthony Barber\anthony-cat-barber-1,JR,2015-16,G,North Carolina State,ACC,33,1278,38.7,7.5,17.3,6.2,13.7,1.3,3.6,7.2,8.3,0.6,3.9,4.6,4.5,0.6,0.1,2.6,2.2,23.5
129,Sheldon McClellan\sheldon-mcclellan-1,JR,2014-15,G,Miami (FL),ACC,38,1278,33.6,5.1,10.4,3.6,6.5,1.4,4,2.9,3.6,0.8,3.8,4.7,1.9,0.9,0.2,1.3,1.6,14.5
130,Kevin Pangos\kevin-pangos-1,SR,2014-15,G,Gonzaga,WCC,38,1278,33.6,3.6,7.9,1.4,3,2.1,4.9,2.3,2.8,0.4,2.3,2.7,4.8,1.3,0.1,1.3,1.9,11.6
131,Sean Kilpatrick\sean-kilpatrick-1,SO,2011-12,G,Cincinnati,Big East,37,1277,34.5,5,11.7,2.5,5.1,2.5,6.6,1.8,2.4,1.4,3.2,4.6,2.1,1.3,0.3,1.5,1.3,14.3
132,Matt Mobley\matt-mobley-1,SR,2017-18,G,St. Bonaventure,A-10,34,1277,37.6,5.5,13.1,2.4,4.9,3.1,8.3,4,4.7,0.6,4.4,5,2.4,1.1,0.1,2.4,2.6,18.1
133,Warren Niles\warren-niles-1,SR,2012-13,G,Oral Roberts,Southland,35,1277,36.5,6.3,14.5,3.6,7.5,2.7,6.9,3.5,4.4,0.7,3.5,4.1,1.6,1.2,0.2,2,2,18.9
134,Kendall Anthony\kendall-anthony-1,SR,2014-15,G,Richmond,A-10,35,1276,36.5,5.8,13,4.1,8.6,1.7,4.4,3.1,3.9,0.3,1.5,1.8,2.5,0.9,0,1.5,2.1,16.4
135,Jaaron Simmons\jaaron-simmons-1,SO,2015-16,G,Ohio,MAC,35,1276,36.5,4.9,10.6,4,8.3,0.9,2.2,4.7,6.1,0.3,3.3,3.5,7.9,0.8,0,3.9,3.1,15.5
136,Stephen Holt\stephen-holt--1,SR,2013-14,G,Saint Mary's (CA),WCC,34,1275,37.5,4.4,9.6,2.6,5.8,1.7,3.9,4.8,5.7,1.1,2.6,3.8,3.9,0.8,0,1.9,2.3,15.2
137,Anthony Ireland\anthony-ireland-1,JR,2012-13,G,Loyola Marymount,WCC,34,1274,37.5,6.7,16.2,4.8,11.1,1.9,5.1,4.9,6,1.2,3.1,4.4,3.6,1.7,0,3.3,2.1,20.2
138,Emmett Naar\emmett-naar-1,JR,2017-18,G,Saint Mary's (CA),WCC,36,1274,35.4,3.5,7.4,2.8,5.7,0.7,1.8,1.8,2.2,0.3,2.1,2.4,7.9,0.8,0.1,2.8,1.2,9.5
139,Roosevelt Smart\roosevelt-smart-1,SO,2017-18,G,North Texas,CUSA,38,1274,33.5,5.8,14.7,2.3,5.4,3.5,9.3,4.4,4.9,0.4,3.7,4.2,0.9,0.6,0.3,1.7,2.3,19.5
140,Matthew Dellavedova\matthew-dellavedova-1,SR,2012-13,G,Saint Mary's (CA),WCC,35,1273,36.4,4.9,12,2.4,5.6,2.5,6.4,3.6,4.3,0.7,2.7,3.4,6.4,1.1,0.1,2.8,1.7,15.8
141,Jalen Brunson\jalen-brunson-1,JR,2017-18,G,Villanova,Big East,40,1272,31.8,6.8,13,4.6,7.7,2.2,5.3,3.3,4.1,0.3,2.8,3.1,4.6,0.9,0,1.8,2,18.9
142,A.J. English\aj-english-1,JR,2014-15,G,Iona,MAAC,34,1272,37.4,6.2,14.4,3.1,6.4,3.1,8.1,4.6,5.8,0.8,4.4,5.1,5.1,1.4,0.5,3.8,2.7,20.1
143,Kay Felder\kahlil-felder-1,SO,2014-15,G,Oakland,Horizon,33,1272,38.5,5.5,13.2,4.1,8.9,1.4,4.2,5.6,6.8,0.8,4,4.8,7.6,2,0.2,4.2,2.5,18.1
144,Darius Gardner\darius-gardner-1,SR,2014-15,G,American,Patriot,33,1272,38.5,3.6,7.9,2.5,5.4,1.1,2.5,2.1,2.8,0.8,2.3,3.1,3.9,2,0.2,2.6,2.3,10.5
145,J.P. Macura\jp-macura-1,JR,2016-17,G,Xavier,Big East,38,1272,33.5,4.7,11.1,3,6.1,1.7,4.9,3.3,4.2,1.3,3.1,4.4,2.9,1.4,0.2,2,2.4,14.4
146,Frank Mason\frank-mason-1,JR,2015-16,G,Kansas,Big 12,38,1272,33.5,4.1,9.4,2.9,6.4,1.1,3,3.6,4.8,0.7,3.6,4.3,4.6,1.3,0.1,1.9,2.2,12.9
147,Darrion Pellum\darrion-pellum-1,SR,2011-12,G,Hampton,MEAC,33,1272,38.5,5.9,16.4,3.8,9.1,2.2,7.4,4.2,5.6,0.6,3.6,4.2,1.7,1.2,0.3,3.2,2,18.3
148,Malachi Richardson\malachi-richardson-1,FR,2015-16,G,Syracuse,ACC,37,1272,34.4,4.1,11.1,2,5.1,2.1,6.1,3.1,4.2,0.5,3.8,4.3,2.1,1.1,0.3,2.1,2.5,13.4
149,Lawrence Alexander\lawrence-alexander-1,SR,2014-15,G,North Dakota State,Summit,33,1271,38.5,6.2,14.3,3,7.2,3.2,7.2,3.5,4.3,0.4,4.1,4.5,1.7,0.9,0.2,2,1.4,18.9
150,Josh Gasser\josh-gasser-1,JR,2013-14,G,Wisconsin,Big Ten,38,1270,33.4,2.2,5.1,1,2.2,1.2,2.9,3.1,3.6,0.6,3.4,4,1.9,0.7,0.2,0.8,2.6,8.8
151,Ashton Gibbs\ashton-gibbs-1,SR,2011-12,G,Pittsburgh,Big East,37,1270,34.3,4.9,12.9,2.8,6.6,2.2,6.4,2.5,3,0.5,1.8,2.3,2.1,0.5,0.1,1.6,1,14.6
152,Jerian Grant\jerian-grant-1,JR,2012-13,G,Notre Dame,Big East,35,1270,36.3,4.5,11,3,6.7,1.5,4.3,2.9,3.9,0.3,2.5,2.9,5.5,1.3,0.2,2.9,1.8,13.3
153,Jordan McLaughlin\jordan-mclaughlin-1,SR,2017-18,G,Southern California,Pac-12,36,1270,35.3,4.4,9.8,2.9,6.1,1.5,3.8,2.4,3.3,0.7,2.9,3.7,7.8,2,0.2,2.6,1.1,12.8
154,Michael Glover\michael-glover-1,JR,2010-11,F,Iona,MAAC,37,1269,34.3,7,11.5,7,11.4,0,0.1,4.4,7,3.7,6.4,10.1,0.9,0.8,0.9,2.3,2.8,18.4
155,Devonte' Graham\devonte-graham-1,JR,2016-17,G,Kansas,Big 12,36,1269,35.3,4.4,10.2,1.8,3.5,2.6,6.7,2,2.6,0.5,2.6,3.1,4.1,1.5,0.2,1.8,1.6,13.4
156,ShawnDre' Jones\shawndre-jones-1,SR,2016-17,G,Richmond,A-10,35,1269,36.3,5.7,12.2,3.7,7.2,2,5,3.5,4.3,0.3,1.7,2.1,3.9,0.9,0,1.9,2.2,16.8
157,Jesse Reed\jesse-reed-1,JR,2014-15,G,American,Patriot,33,1269,38.5,4.8,10.2,3.4,6.3,1.4,3.9,3.4,4.4,0.7,4.3,5,1.3,1,0.6,1.9,2.3,14.3
158,Trey Sumler\trey-sumler-1,SO,2011-12,G,Western Carolina,Southern,35,1269,36.3,4.3,10.2,2.9,6.6,1.4,3.6,3.5,4.2,1.1,3.8,4.9,4.1,1.4,0.1,3.3,2.2,13.5
159,Lorenzo Brown\lorenzo-brown-1,SO,2011-12,G,North Carolina State,ACC,37,1268,34.3,4.5,9.9,3.7,7.8,0.7,2.1,3.1,4.2,0.8,3.8,4.5,6.3,1.8,0.5,3.2,1.6,12.7
160,Michael Thompson\michael-thompson-2,SR,2010-11,G,Northwestern,Big Ten,34,1268,37.3,5.6,12.3,2.8,5.2,2.8,7.1,2.4,2.9,0.4,1.8,2.2,4.3,1.4,0.1,1.9,2.2,16.3
161,Bradley Beal\bradley-beal-1,FR,2011-12,G,Florida,SEC,37,1267,34.2,4.7,10.6,3,5.6,1.7,5,3.6,4.7,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8
162,Andrew Harrison\andrew-harrison-1,FR,2013-14,G,Kentucky,SEC,40,1267,31.7,3,8.3,2.2,5.9,0.8,2.4,4,5.2,0.8,2.4,3.2,4,0.5,0.2,2.7,3,10.9
163,Nigel Hayes\nigel-hayes-1,JR,2015-16,F,Wisconsin,Big Ten,35,1267,36.2,4.6,12.5,3.5,8.7,1.1,3.8,5.4,7.4,2,3.9,5.8,3,1.1,0.4,2.3,2,15.7
164,Jamal Murray\jamal-murray-1,FR,2015-16,G,Kentucky,SEC,36,1267,35.2,6.8,14.9,3.6,7.3,3.1,7.7,3.3,4.2,1.5,3.7,5.2,2.2,1,0.3,2.3,2.1,20
165,Dion Dixon\dion-dixon-1,SR,2011-12,G,Cincinnati,Big East,37,1266,34.2,4.3,11.6,3,6.7,1.3,4.9,3.1,4.5,1.8,1.6,3.4,2.1,1.6,0.5,1.8,1.2,13
166,Josh Huestis\josh-huestis-1,SR,2013-14,F,Stanford,Pac-12,36,1266,35.2,4.3,9.6,3.6,7.5,0.7,2.1,1.8,2.8,2.5,5.7,8.2,1.2,0.6,1.9,1.2,2.1,11.2
167,Jeremy Lamb\jeremy-lamb-1,SO,2011-12,G,Connecticut,Big East,34,1266,37.2,6.4,13.4,4.3,7.1,2.1,6.2,2.9,3.6,0.9,3.9,4.9,1.7,1.2,0.6,2,1.7,17.7
168,J.J. Mann\jj-mann-1,SR,2013-14,G,Belmont,OVC,36,1266,35.2,6.1,13.2,3.6,6.8,2.5,6.3,3.8,4.3,0.4,4.4,4.8,2.6,2.1,0.1,1.7,1.4,18.3
169,Andrew White III\andrew-whiteiii-1,SR,2016-17,G,Syracuse,ACC,34,1266,37.2,5.9,13.3,2.6,5.1,3.3,8.2,3.5,4.1,0.8,3.8,4.6,1.1,1.6,0.4,1.6,2.1,18.5
170,Matt Bohannon\matt-bohannon-1,SR,2015-16,G,Northern Iowa,MVC,36,1265,35.1,3.8,8.5,1.2,2.1,2.6,6.4,1.4,1.8,0,4.1,4.1,0.9,0.8,0.1,0.7,1.9,11.5
171,Kevin Jones\kevin-jones-5,SR,2011-12,F,West Virginia,Big East,33,1265,38.3,7.9,15.5,6.8,11.6,1,3.9,3.1,4,4.3,6.6,10.9,1.2,0.7,1,1.3,1.2,19.9
172,Brad Loesing\brad-loesing-1,SR,2011-12,G,Wofford,Southern,33,1265,38.3,5.2,12.4,3.5,7.5,1.6,4.9,3,3.7,0.4,2.6,3,5.6,1.1,0.1,3.5,2.8,14.9
173,Payton Pritchard\payton-pritchard-1,SO,2017-18,G,Oregon,Pac-12,36,1265,35.1,4.9,11.1,2.6,5.3,2.4,5.7,2.3,2.9,0.5,3.3,3.8,4.8,1.4,0,2.1,2.4,14.5
174,Ryan Boatright\ryan-boatright-1,JR,2013-14,G,Connecticut,AAC,39,1264,32.4,3.7,9.5,2.6,6.5,1.1,3,3.5,4.4,0.5,2.9,3.5,3.4,1.6,0.2,1.9,1.6,12.1
175,Scott Machado\scott-machado-1,JR,2010-11,G,Iona,MAAC,37,1264,34.2,4.5,11,3.4,7.6,1.1,3.4,3.1,4.6,0.9,3,3.9,7.6,1.3,0.2,3.5,2.4,13.2
176,Jonathan Stark\jonathan-stark-1,FR,2013-14,G,Tulane,CUSA,34,1264,37.2,4.7,11.3,3.4,7.8,1.3,3.5,3.8,5.1,0.4,2.3,2.6,4.2,0.9,0,2.5,1.9,14.5
177,Lonzo Ball\lonzo-ball-1,FR,2016-17,G,UCLA,Pac-12,36,1263,35.1,5.3,9.5,3,4.1,2.2,5.4,1.8,2.7,0.9,5.1,6,7.6,1.8,0.8,2.5,1.8,14.6
178,Malcolm Brogdon\malcolm-brogdon-1,SR,2015-16,G,Virginia,ACC,37,1263,34.1,6.2,13.6,4.2,8.4,2,5.2,3.8,4.2,0.5,3.5,4.1,3.1,0.9,0.2,1.4,2.1,18.2
179,Aaron Craft\aaron-craft-1,JR,2012-13,G,Ohio State,Big Ten,37,1263,34.1,3.5,8.4,2.8,5.9,0.7,2.4,2.3,3,0.5,3.1,3.6,4.6,2.1,0.2,1.9,2.2,10
180,Marcus Paige\marcus-paige-1,JR,2014-15,G,North Carolina,ACC,38,1263,33.2,4.5,10.9,2.1,4.7,2.5,6.3,2.5,2.9,0.4,2.5,2.9,4.5,1.7,0.2,1.9,1.6,14.1
181,Chasson Randle\chasson-randle-1,JR,2013-14,G,Stanford,Pac-12,36,1263,35.1,6.1,12.8,4.2,7.9,1.9,4.9,4.8,6.2,0.6,3,3.6,2.1,1,0.1,2.4,2.6,18.8
182,David Walker\david-walker-3,SR,2015-16,G,Northeastern,CAA,33,1263,38.3,5.4,12.1,2.5,5,2.9,7.1,4.1,4.8,0.6,3.3,3.8,4,1.4,0.4,1.9,0.9,17.9
183,Trevon Bluiett\trevon-bluiett-1,JR,2016-17,G,Xavier,Big East,36,1262,35.1,5.9,13.4,3.4,6.6,2.5,6.8,4.2,5.5,0.7,4.9,5.7,2.1,0.9,0.1,2.2,2.4,18.5
184,Rashawn Rembert\rashawn-rembert-1,JR,2013-14,G,East Tennessee State,A-Sun,35,1262,36.1,5.2,11.6,2.1,4.3,3.1,7.3,3.3,4,0.8,2.2,3.1,1.7,1.2,0.3,1.5,1.4,16.8
185,Travis Bader\travis-bader-1,JR,2012-13,G,Oakland,Summit,33,1261,38.2,6.2,15.8,2,4.9,4.2,10.9,5.4,6.1,0.4,2.5,2.9,1,0.9,0.1,1.4,2.8,22.1
186,Randy Culpepper\randy-culpepper-1,SR,2010-11,G,Texas-El Paso,CUSA,35,1261,36,6.5,14.9,4.6,9.1,1.9,5.8,4.4,5.8,0.6,2.3,2.9,3.1,2,0.3,2.3,2.4,19.3
187,D.J. Newbill\dj-newbill-1,SR,2014-15,G,Penn State,Big Ten,34,1261,37.1,7.1,15.9,5.4,11,1.8,4.9,4.6,6.1,1.1,3.6,4.7,3.1,1.3,0.2,2.6,2.1,20.7
188,Drew Valentine\drew-valentine-1,JR,2011-12,F,Oakland,Summit,36,1261,35,4.2,8.2,3.1,5.5,1,2.7,2,2.8,2.4,4.7,7.1,2.6,1.1,0.3,2.3,2.7,11.4
189,Jerome Robinson\jerome-robinson-2,JR,2017-18,G,Boston College,ACC,35,1260,36,7.1,14.7,4.8,9,2.3,5.7,4.2,5,0.5,3.1,3.6,3.3,0.9,0.1,2.7,2.5,20.7
190,Terry Rozier\terry-rozier-1,SO,2014-15,G,Louisville,ACC,36,1260,35,5.9,14.5,4.6,10.1,1.3,4.4,3.9,4.9,1.2,4.4,5.6,3,2,0.2,2.2,1.7,17.1
191,Jordan Howard\jordan-howard-2,SR,2017-18,G,Central Arkansas,Southland,35,1259,36,8,17.5,4.8,9.3,3.2,8.2,5.9,6.7,0.3,3.3,3.6,2.7,1,0,2.3,1.2,25.1
192,Demetrius Jackson\demetrius-jackson-2,JR,2015-16,G,Notre Dame,ACC,35,1259,36,5.5,12.2,4,7.6,1.5,4.7,3.2,4,0.9,2.6,3.5,4.7,1.2,0.3,2.2,1.9,15.8
193,Zack Rosen\zack-rosen-1,SR,2011-12,G,Pennsylvania,Ivy,33,1259,38.2,6.4,14.1,4.1,8.4,2.3,5.7,3.2,3.6,0.3,2.9,3.2,5.2,1.4,0.1,2.7,2.3,18.2
194,Nolan Smith\nolan-smith-1,SR,2010-11,G,Duke,ACC,37,1259,34,7,15.4,5.5,10.9,1.5,4.4,5.1,6.2,1.2,3.3,4.5,5.1,1.2,0.1,3.2,1.9,20.6
195,Austin Hollins\austin-hollins-1,SR,2013-14,G,Minnesota,Big Ten,38,1258,33.1,4.2,9.5,2.6,4.7,1.7,4.9,2.2,2.9,1.6,3.4,5,2.4,2,0.5,1.6,1.8,12.4
196,Caris LeVert\caris-levert-1,SO,2013-14,G,Michigan,Big Ten,37,1258,34,4.4,10,2.8,6.1,1.6,4,2.5,3.2,0.5,3.8,4.3,2.9,1.2,0.3,1.7,1.7,12.9
197,Elfrid Payton\elfrid-payton-1,JR,2013-14,G,Louisiana,Sun Belt,35,1258,35.9,6.8,13.3,6.4,11.8,0.4,1.5,5.3,8.6,2.3,3.7,6,5.9,2.3,0.6,3.6,2.4,19.2
198,Chase Fischer\chase-fischer-1,SR,2015-16,G,Brigham Young,WCC,37,1257,34,5.6,13.8,2.6,5.5,3,8.2,3.9,4.7,0.4,2.4,2.8,2.1,1.1,0.1,1.5,1.7,18.2
199,LaDontae Henton\ladontae-henton-1,SR,2014-15,F,Providence,Big East,34,1257,37,6.8,15.2,4.9,9.6,1.9,5.6,4.3,5.6,1.8,4.8,6.5,0.9,1.4,0.5,2,2.2,19.7
200,Nick Johnson\nick-johnson-1,JR,2013-14,G,Arizona,Pac-12,38,1257,33.1,5.4,12.5,3.8,8,1.6,4.4,3.8,4.9,0.8,3.2,4.1,2.8,1.1,0.7,1.7,2,16.3
Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
201,C.J. Burks\cj-burks-1,JR,2017-18,G,Marshall,CUSA,35,1256,35.9,7.4,15.7,5,9,2.5,6.7,2.7,3.1,0.5,3.6,4.1,3.1,1,0.1,3.1,2.1,20.1
202,Josh Greene\josh-greene-1,SR,2013-14,G,Cal State Northridge,Big West,35,1256,35.9,4.5,10.9,2.2,5.7,2.2,5.2,4.8,5.3,0.3,2.6,3,3.3,1.1,0.2,2,2.4,16
203,Trevor Lacey\trevor-lacey-1,JR,2014-15,G,North Carolina State,ACC,35,1256,35.9,5.4,12.5,3.2,6.8,2.2,5.7,2.7,3.6,0.8,3.8,4.6,3.5,0.9,0.2,1.9,1.6,15.7
204,Nate Wolters\nate-wolters-1,SR,2012-13,G,South Dakota State,Summit,33,1256,38.1,7.3,15.1,5.4,10,1.9,5.1,5.7,7,1.1,4.5,5.6,5.8,1.7,0.1,2.3,1.5,22.3
205,Aaron Craft\aaron-craft-1,SO,2011-12,G,Ohio State,Big Ten,39,1255,32.2,2.9,5.9,2.4,4.3,0.6,1.6,2.4,3.3,0.6,2.7,3.2,4.6,2.5,0.2,2.2,2.5,8.8
206,Josh Hart\josh-hart-1,JR,2015-16,G,Villanova,Big East,40,1255,31.4,5.8,11.2,4.4,7.4,1.4,3.9,2.6,3.4,1.9,4.9,6.8,1.9,1.2,0.3,1.7,2.2,15.5
207,Christopher Hyder\christopher-hyder-1,SR,2015-16,G,Southern,SWAC,35,1255,35.9,3.3,6.9,3.1,5.7,0.3,1.2,2.6,3.4,0.3,3.3,3.6,5,2.4,0.1,1.7,2.4,9.5
208,Mickey McConnell\mickey-mcconnell-1,SR,2010-11,G,Saint Mary's (CA),WCC,34,1255,36.9,5.2,10.3,2.9,5.4,2.3,5,3.7,4.2,0.5,2.1,2.5,6.1,1.2,0.2,2.3,1.8,16.4
209,Elijah Johnson\elijah-johnson-1,JR,2011-12,G,Kansas,Big 12,39,1254,32.2,3.8,8.8,2,3.6,1.8,5.2,0.8,1.2,0.4,2.8,3.2,3.5,1.4,0.1,1.8,2.4,10.2
210,D.J. Balentine\dj-balentine-1,SR,2015-16,G,Evansville,MVC,34,1253,36.9,7.1,16,5.4,10.9,1.7,5,4.7,6,0.8,2.6,3.3,4.4,0.7,0.3,2.7,1.7,20.5
211,Matthew Butler\matthew-butler-1,JR,2016-17,G,Tennessee-Martin,OVC,35,1253,35.8,4.9,11.9,2.6,5.6,2.3,6.3,1.5,2.2,0.3,2.6,2.9,3.7,0.6,0,3.1,2.4,13.7
212,Kevin Giltner\kevin-giltner-1,SR,2011-12,G,Wofford,Southern,33,1253,38,5,12.6,2.4,5.3,2.6,7.3,2.2,2.7,0.6,3.6,4.2,1.8,0.9,0.2,2,2.2,14.8
213,Juan'ya Green\juanya-green-1,SO,2012-13,G,Niagara,MAAC,33,1253,38,5.3,13.3,3.6,8.2,1.7,5.1,4.2,5.2,0.7,3.3,4,4.9,1.9,0.4,2.7,1.7,16.5
214,Gary Trent Jr.\gary-trentjr-1,FR,2017-18,G,Duke,ACC,37,1253,33.9,4.8,11.5,2.2,5,2.6,6.5,2.3,2.6,0.8,3.4,4.2,1.4,1.2,0.1,1,1.7,14.5
215,D.J. Balentine\dj-balentine-1,SO,2013-14,G,Evansville,MVC,33,1252,37.9,6.9,16,4.6,10.1,2.4,5.9,6.5,7.7,0.5,2.2,2.7,4.2,0.6,0.1,2.5,1.7,22.8
216,Donte Clark\donte-clark-1,SR,2017-18,G,Texas Southern,SWAC,36,1252,34.8,5.6,14.1,4.5,9.9,1.2,4.1,6,7.8,1.1,4.1,5.2,2.6,1.1,0.3,2.8,3.1,18.4
217,RJ Cole\rj-cole-1,FR,2017-18,G,Howard,MEAC,33,1252,37.9,7.3,18.5,4,9.3,3.3,9.2,5.8,7.5,0.8,3.1,3.9,6.1,1.7,0,3.8,2.6,23.7
218,Nick Coppola\nick-coppola-1,JR,2015-16,G,Louisiana-Monroe,Sun Belt,34,1252,36.8,3.9,9.9,2.4,5.4,1.6,4.5,1.5,2.3,0.6,2.3,2.9,5.3,0.8,0.1,2.1,1.8,10.9
219,Pierre Jackson\pierre-jackson-1,SR,2012-13,G,Baylor,Big 12,36,1252,34.8,6,14.1,3.6,7.3,2.4,6.8,5.3,6.7,0.7,3.1,3.8,7.1,1.5,0,3.4,2.2,19.8
220,Travis Releford\travis-releford-1,SR,2012-13,G,Kansas,Big 12,37,1252,33.8,4.2,7.3,3.1,4.8,1.1,2.5,2.4,3.1,1.2,2.7,3.8,2.6,1.3,0.2,1.6,2,11.9
221,Bogdan Bliznyuk\bogdan-bliznyuk-1,JR,2016-17,F,Eastern Washington,Big Sky,34,1251,36.8,7.4,15.6,6.3,12,1.1,3.5,4.7,5.8,1.1,5.5,6.5,4,1.1,0.2,3.1,2.7,20.6
222,Jordan Chatman\jordan-chatman-1,JR,2017-18,G,Boston College,ACC,34,1250,36.8,4.1,9.9,1.6,3.4,2.6,6.5,2.1,2.3,0.5,2.5,2.9,1.6,0.6,0,0.8,1.7,12.9
223,Christen Cunningham\christian-cunningham-1,JR,2016-17,G,Samford,Southern,36,1250,34.7,3.9,9.2,3.3,7.4,0.6,1.8,3,3.6,0.5,2.3,2.8,6.3,0.9,0,2.2,1.5,11.4
224,Josh Davis\josh-davis-6,JR,2012-13,F,Tulane,CUSA,35,1250,35.7,5.9,12,5.9,12,0,0.1,5.8,8.1,4.1,6.6,10.7,1.7,0.8,0.9,2.6,2.5,17.6
225,Kyle Collinsworth\kyle-collinsworth-1,SR,2015-16,G,Brigham Young,WCC,37,1249,33.8,5.6,12,5.3,11,0.2,1,3.9,6.1,2.3,5.9,8.2,7.4,2,0.5,3.4,2,15.3
226,Doron Lamb\doron-lamb-1,SO,2011-12,G,Kentucky,SEC,40,1249,31.2,4.4,9.2,2.5,5.2,1.9,4.1,3.1,3.7,0.4,2.3,2.7,1.5,0.5,0.1,1.1,1.8,13.7
227,Kelan Martin\kelan-martin-1,SR,2017-18,F,Butler,Big East,35,1249,35.7,7.4,16.6,4.7,9.1,2.7,7.5,3.7,4.4,0.9,5.3,6.3,2,0.7,0.5,2.4,1.9,21.2
228,D.J. Cooper\dj-cooper-1,SO,2010-11,G,Ohio,MAC,35,1248,35.7,5.1,13.5,3.5,7.9,1.7,5.5,3.8,5.1,1.2,3.8,5,7.5,2.3,0.3,3.5,2.1,15.8
229,Shai Gilgeous-Alexander\shai-gilgeous-alexander-1,FR,2017-18,G,Kentucky,SEC,37,1248,33.7,4.9,10.2,4.3,8.6,0.6,1.5,3.9,4.7,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4
230,Mason Plumlee\mason-plumlee-1,SR,2012-13,F,Duke,ACC,36,1248,34.7,6.1,10.3,6.1,10.3,0,0,4.8,7.1,2.7,7.2,9.9,1.9,1,1.4,2.9,2.6,17.1
231,Nigel Williams-Goss\nigel-williams-goss-1,JR,2016-17,G,Gonzaga,WCC,38,1248,32.8,5.8,11.9,4.7,8.8,1.1,3.1,4.1,4.8,0.6,5.4,6,4.7,1.7,0.1,2.1,1.6,16.8
232,Dillon Brooks\dillon-brooks-1,SO,2015-16,F,Oregon,Pac-12,38,1247,32.8,6.1,12.9,4.8,9.2,1.3,3.7,3.3,4.1,2,3.4,5.4,3.1,1.1,0.4,2.3,2.9,16.7
233,Tu Holloway\terrell-holloway-1,SR,2011-12,G,Xavier,A-10,34,1247,36.7,4.9,11.4,3.6,7.6,1.3,3.8,6.4,7.4,0.4,3.2,3.6,4.9,1.5,0.1,3,2.1,17.5
234,Peyton Siva\peyton-siva-1,SR,2012-13,G,Louisville,Big East,40,1247,31.2,3.5,8.6,2.5,5.3,1,3.3,2.1,2.5,0.3,2.1,2.4,5.7,2.3,0.2,2.7,2.6,10
235,Brandon Ingram\brandon-ingram-1,FR,2015-16,G,Duke,ACC,36,1246,34.6,5.9,13.4,3.7,8,2.2,5.4,3.2,4.7,1.9,4.9,6.8,2,1.1,1.4,2,2.1,17.3
236,MoMo Jones\lamont-jones-1,SR,2012-13,G,Iona,MAAC,34,1246,36.6,7.2,16.5,5.6,11.3,1.6,5.2,6.5,7.3,0.7,2.3,3,3.4,1.2,0.1,3.4,2.1,22.6
237,Devon Saddler\devon-saddler-1,JR,2012-13,G,Delaware,CAA,33,1246,37.8,6.5,15.3,4.8,10.3,1.7,5,5.1,6.2,0.8,3.7,4.5,2.8,1,0.2,3.2,2.1,19.9
238,Peyton Aldridge\peyton-aldridge-1,SR,2017-18,F,Davidson,A-10,33,1245,37.7,7.6,15.9,5.3,9.8,2.3,6.1,3.6,4.3,1.4,6.2,7.6,2.5,0.4,0.6,1.2,1.5,21.2
