,Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1159,1158,Georgie Pacheco-Ortiz\georgie-pacheco-ortiz-1,SO,2017-18,G,Liberty,Big South,37,1131,30.6,3.1,7.2,1.9,4.2,1.2,3,2.6,2.9,0.4,2.1,2.5,2.5,0.9,0.1,1.5,1.4,9.9
487,486,Kevin Knox\kevin-knox-1,FR,2017-18,F,Kentucky,SEC,37,1198,32.4,5.3,11.9,3.8,7.4,1.5,4.5,3.4,4.4,0.9,4.5,5.4,1.4,0.8,0.3,2.3,2.2,15.6
1138,1137,Jordan Johnson\jordan-johnson-1,SR,2017-18,G,Nevada-Las Vegas,MWC,33,1132,34.3,3.8,8.8,2.3,5,1.5,3.8,4.6,5.5,0.5,2.4,2.8,6,1.2,0.2,2.7,2.3,13.6
420,419,Tyree Griffin\tyree-griffin-1,JR,2017-18,G,Southern Mississippi,CUSA,34,1207,35.5,5.3,12.4,3.7,7.8,1.6,4.5,2.7,3.9,0.7,3.3,4.1,5.9,1.7,0.1,2.6,1.7,15
1091,1090,Allerik Freeman\allerik-freeman-2,,2017-18,G,North Carolina State,ACC,33,1135,34.4,5,12.9,2.8,7.4,2.1,5.5,4,5.2,0.6,3.5,4.2,2.6,1.2,0,2.5,1.7,16.1
1092,1091,Brandon Goodwin\brandon-goodwin-1,SR,2017-18,G,Florida Gulf Coast,A-Sun,34,1135,33.4,6.6,13.9,5.3,9.4,1.2,4.5,4.2,5.6,1.1,4.4,5.5,4.8,1.4,0.1,2.9,1.6,18.6
450,449,Gabe DeVoe\gabe-devoe-1,SR,2017-18,G,Clemson,ACC,35,1202,34.3,4.9,10.8,2.4,4.6,2.5,6.2,2,2.6,0.9,3.9,4.7,2.1,1.1,0.4,2,2.1,14.2
1114,1113,Zach Johnson\zach-johnson-2,JR,2017-18,G,Florida Gulf Coast,A-Sun,35,1134,32.4,5.8,12.4,3.8,7.3,2,5,2.5,3.3,0.4,2.9,3.3,3,2,0.1,2.3,2.1,16.1
1115,1114,Martaveous McKnight\martaveous-mcknight-1,JR,2017-18,G,Arkansas-Pine Bluff,SWAC,35,1134,32.4,6.2,13.7,4.4,8.5,1.8,5.2,4.3,6,0.5,3.8,4.3,3.5,1.9,0.1,2.6,0.9,18.6
2079,2078,Moritz Wagner\moritz-wagner-1,JR,2017-18,F,Michigan,Big Ten,39,1078,27.6,5.5,10.5,3.9,6.4,1.6,4.1,1.9,2.8,1.5,5.7,7.1,0.8,1,0.5,1.4,3.1,14.6
2084,2083,Davon Bell\davon-bell-1,SR,2017-18,G,Presbyterian,Big South,32,1077,33.7,4.2,9.9,3.4,7.4,0.8,2.5,3.5,4.3,0.4,2.8,3.2,5.2,1.6,0.2,2.2,2,12.8
1773,1772,Shavar Newkirk\shavar-newkirk-1,SR,2017-18,G,Saint Joseph's,A-10,32,1092,34.1,5.4,13.8,3.8,8.9,1.6,5,5.1,6.6,0.8,3.6,4.3,3.9,1.6,0.2,1.8,1.8,17.4
1118,1117,Amar Stukes\amar-stukes-1,SR,2017-18,G,La Salle,A-10,32,1134,35.4,2.9,6.4,2.2,4.7,0.7,1.7,1.9,2.2,0.7,1.8,2.5,3.1,1.2,0.1,1.5,2.6,8.5
1119,1118,Reed Timmer\reed-timmer-1,SR,2017-18,G,Drake,MVC,34,1134,33.4,5.5,12.4,2.8,5.8,2.7,6.6,5.4,6.2,0.5,3,3.6,2.3,0.6,0.1,1.9,1.7,19.2
454,453,Sam Merrill\sam-merrill-1,SO,2017-18,G,Utah State,MWC,34,1202,35.4,5.6,11.2,2.8,5,2.9,6.2,2.1,2.5,0.2,3.1,3.3,3.1,1,0.2,1.8,2.2,16.3
437,436,Tyler Nelson\tyler-nelson-1,SR,2017-18,G,Fairfield,MAAC,33,1205,36.5,7,16.6,3.8,7.6,3.2,8.9,5.1,5.8,0.5,3.6,4.2,3.3,1.4,0.1,2.5,1.7,22.2
2073,2072,Myles Powell\myles-powell-1,SO,2017-18,G,Seton Hall,Big East,34,1078,31.7,5,11.6,2.3,4.3,2.8,7.3,2.6,3.4,0.5,2.1,2.6,2.8,1,0.2,2,2.4,15.5
1106,1105,Bryce Canda\bryce-canda-1,SR,2017-18,G,Portland State,Big Sky,33,1134,34.4,5.2,12.9,2.9,5.8,2.3,7,1.3,2,1.4,4.6,6,2.5,1.7,0.2,1.5,1,14
1777,1776,Jordan Barnett\jordan-barnett-1,SR,2017-18,F,Missouri,SEC,32,1091,34.1,4.4,9.9,1.9,3.7,2.6,6.2,2.3,2.6,1.6,4.3,5.9,1.1,0.7,0.6,1.6,1.6,13.7
432,431,Jordan Ratinho\jordan-ratinho-1,SO,2017-18,G,San Francisco,WCC,39,1206,30.9,3.6,8.3,1.4,2.9,2.2,5.3,1.2,1.9,0.8,2.5,3.3,1.2,0.7,0.4,0.8,2.1,10.7
1779,1778,Keith Braxton\keith-braxton-1,SO,2017-18,G,Saint Francis (PA),NEC,31,1091,35.2,5.8,12.2,4.5,8.7,1.3,3.5,4.3,5.4,1.6,7.9,9.5,3.3,1.7,0.6,2.6,1.8,17.2
1130,1129,Eric Paschall\eric-paschall-1,JR,2017-18,F,Villanova,Big East,38,1133,29.8,3.8,7.1,2.8,4.4,0.9,2.7,2.1,2.5,1.8,3.4,5.3,2.2,0.9,0.6,1.7,2.4,10.6
428,427,Yuta Watanabe\yuta-watanabe-1,SR,2017-18,G,George Washington,A-10,33,1207,36.6,5.8,13.4,4.2,8.7,1.7,4.7,2.9,3.6,1.3,4.8,6.1,1.6,0.8,1.6,1.5,1.5,16.3
1132,1131,Trae Young\trae-young-1,FR,2017-18,G,Oklahoma,Big 12,32,1133,35.4,8.2,19.3,4.5,9.1,3.7,10.3,7.4,8.6,0.4,3.5,3.9,8.7,1.7,0.3,5.2,1.8,27.4
466,465,Trevon Bluiett\trevon-bluiett-1,SR,2017-18,G,Xavier,Big East,35,1200,34.3,5.8,13.2,2.8,6,3,7.2,4.8,5.6,0.8,4.7,5.5,2.5,0.7,0.3,2,2.2,19.3
488,487,Otis Livingston II\otis-livingstonii-1,JR,2017-18,G,George Mason,A-10,33,1198,36.3,5.8,13.4,3.9,8.3,2,5.2,3.6,4.2,0.2,3,3.2,4.4,1,0.1,2.6,1.3,17.3
389,388,Desmond Williams\desmond-williams-1,,2017-18,F,Florida A&M,MEAC,34,1212,35.6,6.5,14.8,6.2,13.6,0.3,1.2,4.8,6.5,1.8,4.4,6.1,1.9,1.2,0.7,2.9,2.3,18.1
1165,1164,Byron Ashe\byron-ashe-1,SR,2017-18,G,Longwood,Big South,33,1130,34.2,4.6,12.9,3.1,7.5,1.5,5.4,2.1,2.8,0.9,4.2,5.1,2.3,1.3,0.3,2.9,1.9,12.9
1195,1194,Joe Cremo\joe-cremo-1,JR,2017-18,G,Albany (NY),AEC,32,1128,35.3,5.7,12.4,3.3,7.2,2.4,5.2,4.1,5,0.6,3.5,4.1,3.8,0.8,0.3,2.1,2.2,17.8
1732,1731,Josh Brown\josh-brown-3,SR,2017-18,G,Temple,AAC,33,1094,33.2,3.4,8.1,2.4,5.7,0.9,2.4,1.5,2,0.7,3.2,3.8,3.4,0.8,0.3,1.7,2.2,9.1
352,351,Cortez Edwards\cortez-edwards-1,JR,2017-18,G,Southern Mississippi,CUSA,34,1219,35.9,6.5,13.2,5.8,10.6,0.7,2.6,2.9,3.8,2.1,4.3,6.4,2.9,2.1,0.4,1.8,1.6,16.6
351,350,Grant Benzinger\grant-benzinger-1,SR,2017-18,G,Wright State,Horizon,35,1219,34.8,4.5,11.5,1.8,4.4,2.6,7.1,2.7,3.1,1.4,4,5.4,1.2,0.7,0.2,1.1,2.3,14.3
1199,1198,Rich Kelly\rich-kelly-1,FR,2017-18,G,Quinnipiac,MAAC,33,1128,34.2,3.7,9.5,2.2,4.6,1.5,4.9,2.2,2.8,0.3,2,2.3,4.7,0.7,0.1,2.9,1.9,11.1
519,518,Luke Maye\luke-maye-1,JR,2017-18,F,North Carolina,ACC,37,1193,32.2,6.8,13.9,5.4,10.8,1.4,3.1,2,3.2,3.1,7,10.1,2.4,1,1,1.9,2.5,16.9
1202,1201,Steffon Mitchell\steffon-mitchell-1,FR,2017-18,F,Boston College,ACC,34,1128,33.2,2.1,5.1,1.5,2.8,0.6,2.4,1.4,2.8,2.9,5.3,8.3,2.1,1.1,1,1.1,1.9,6.4
346,345,Marcquise Reed\marcquise-reed-1,JR,2017-18,G,Clemson,ACC,35,1221,34.9,5.2,12.2,3.3,6.8,1.9,5.4,3.4,4.1,0.7,4,4.7,3.3,1.7,0,2.3,1.9,15.8
2137,2136,Reggie Dillard\reggie-dillard-1,SR,2017-18,G,Presbyterian,Big South,32,1074,33.6,5.5,12.5,3.4,6.5,2.1,6,2.5,3.5,0.5,2.7,3.2,1.8,0.7,0.3,2.6,2.3,15.6
1729,1728,Jaylen Barford\jaylen-barford-1,SR,2017-18,G,Arkansas,SEC,35,1094,31.3,6.4,13.6,3.9,7.9,2.5,5.7,2.7,3.7,1,2.9,3.9,2.5,1,0.3,1.9,2.5,17.9
1041,1040,Amanze Egekeze\amanze-egekeze-1,SR,2017-18,F,Belmont,OVC,33,1139,34.5,5.6,11.1,2.7,4.2,2.9,6.8,2.7,3.4,1.2,5,6.2,0.9,0.6,0.2,1.3,1.8,16.8
1206,1205,Jared Terrell\jared-terrell-1,SR,2017-18,G,Rhode Island,A-10,34,1128,33.2,5.6,13.1,3.4,7.8,2.2,5.3,3.4,4.1,0.9,2.6,3.5,2.4,1.5,0.2,1.7,2.3,16.8
2142,2141,Sam McDaniel\sam-mcdaniel-1,SR,2017-18,G,Louisiana-Monroe,Sun Belt,32,1074,33.6,5.1,11.9,2.7,6.1,2.4,5.8,2.7,3.4,1.2,4.6,5.8,2.1,1,0.3,2.2,2.5,15.2
1207,1206,Raiquan Clark\raiquan-clark-1,JR,2017-18,G,Long Island University,NEC,35,1127,32.2,5.9,10.6,5.7,9.8,0.2,0.8,5.2,7,2.1,4.9,7,1.5,1.1,0.4,4.1,3.2,17.3
337,336,Justin Bibbins\justin-bibbins-1,SR,2017-18,G,Utah,Pac-12,35,1222,34.9,4.4,9.6,1.7,3.6,2.7,6.1,3.4,3.9,0.4,2.6,3,4.7,1.3,0.1,2,2.5,14.8
336,335,D'Marcus Simonds\dmarcus-simonds-1,,2017-18,G,Georgia State,Sun Belt,35,1223,34.9,7.9,17.2,6.7,13.1,1.2,4.1,4.2,5.9,1.3,4.4,5.7,4.4,1.7,0.7,3.6,2.9,21.2
335,334,C.J. Massinburg\cj-massinburg-1,JR,2017-18,G,Buffalo,MAC,36,1223,34,5.4,11.6,3,5.5,2.5,6.1,3.6,4.9,2.2,5.1,7.3,2.4,1.1,0.4,1.6,2.1,17
1794,1793,Mike Daum\mike-daum-1,JR,2017-18,F,South Dakota State,Summit,35,1090,31.1,7.8,16.9,5.1,10.4,2.7,6.5,5.5,6.5,1.8,8.4,10.3,1.3,0.5,0.7,2.1,2.4,23.9
1213,1212,Corey Sanders\corey-sanders-2,JR,2017-18,G,Rutgers,Big Ten,34,1127,33.1,6,15,5.4,12.1,0.6,2.9,2.5,3.5,0.5,3.8,4.3,3.1,1.3,0.3,2.2,1.6,15.2
2144,2143,Sa'eed Nelson\saeed-nelson-1,,2017-18,G,American,Patriot,29,1074,37,6.6,14.9,5.6,11.6,1,3.3,4.4,6.5,0.9,2.7,3.6,5.1,1.8,0.2,3.8,2.7,18.6
516,515,Joel Berry\joel-berry-1,SR,2017-18,G,North Carolina,ACC,36,1193,33.1,5.8,14.6,3.2,7.1,2.6,7.5,3,3.4,0.6,3,3.5,3.2,1.2,0.3,1.9,1.6,17.1
360,359,Ahmaad Rorie\ahmaad-rorie-1,JR,2017-18,G,Montana,Big Sky,34,1218,35.8,6.1,14.4,4.3,9.2,1.7,5.1,3.3,3.9,0.9,3,3.9,3.7,1.2,0.1,2,1.9,17.2
2118,2117,Desonta Bradford\desonta-bradford-1,SR,2017-18,G,East Tennessee State,Southern,33,1075,32.6,5.5,11.5,4.2,7.4,1.3,4.1,3.2,4.3,0.8,5,5.8,3.5,1.9,0.5,2.2,1.9,15.4
1735,1734,Carlik Jones\carlik-jones-1,FR,2017-18,G,Radford,Big South,36,1094,30.4,4,9.7,3,6.4,1,3.3,2.8,3.6,0.6,3.4,3.9,3.1,1.1,0.2,1.7,1.6,11.8
2059,2058,Eric Williams Jr.\eric-williamsjr-1,FR,2017-18,G,Duquesne,A-10,32,1079,33.7,4.6,11.7,2.5,6,2.1,5.8,3,4.1,2.1,6.6,8.8,1.6,1.3,0.3,2.1,2.3,14.3
1169,1168,Nat Dixon\nat-dixon-1,JR,2017-18,G,Chattanooga,Southern,31,1130,36.5,4.5,10.3,2.4,4.9,2.1,5.4,2.7,3.6,1.2,3.4,4.6,1.9,1,0.3,2,1.7,13.8
493,492,Jeremy Harris\jeremy-harris-2,JR,2017-18,G,Buffalo,MAC,36,1197,33.3,5.6,12,3.1,5.9,2.6,6.1,1.6,2.1,1.3,4.6,5.9,2.1,1,0.7,1.3,2.1,15.5
1749,1748,Malik Johnson\malik-johnson-2,SO,2017-18,G,Canisius,MAAC,33,1093,33.1,2.7,6.2,1.7,3.2,1,3.1,1.4,1.8,0.1,3.2,3.3,4.6,1.5,0.1,1.7,2.4,7.8
1177,1176,Khalil Small\khalil-small-1,SR,2017-18,G,Green Bay,Horizon,33,1130,34.2,6.1,13.8,4.5,9.6,1.6,4.2,4.5,5.4,2.1,4.6,6.7,3.3,1.3,0.1,2.7,2.6,18.2
1068,1067,Silas Melson\silas-melson-1,SR,2017-18,G,Gonzaga,WCC,37,1137,30.7,3.2,7.8,1.5,3.4,1.6,4.4,1.2,1.5,0.4,2.6,3.1,2.2,1.1,0.1,1,2.4,9.3
2057,2056,Reed Tellinghuisen\reed-tellinghuisen-1,SR,2017-18,G,South Dakota State,Summit,35,1079,30.8,4,8.6,2.2,4,1.8,4.6,2.1,2.9,0.9,3.9,4.8,1.5,0.5,0.6,0.7,2.2,12
497,496,Dylan Osetkowski\dylan-osetkowski-1,JR,2017-18,F,Texas,Big 12,34,1196,35.2,4.7,11.8,3.5,7.5,1.2,4.3,2.7,3.8,2.3,4.9,7.2,1.2,1,0.2,2.2,1.9,13.4
1741,1740,Troy Brown\troy-brown-5,FR,2017-18,F,Oregon,Pac-12,35,1093,31.2,4.1,9.2,3.2,6.1,0.9,3.1,2.2,3,1.5,4.7,6.2,3.2,1.6,0.2,2.5,2.2,11.3
498,497,Javon Bess\javon-bess-1,JR,2017-18,G,Saint Louis,A-10,33,1195,36.2,3.9,9.8,3.2,7.1,0.7,2.7,4.8,6.4,2.4,5,7.4,2.2,1.2,0.4,2,2.4,13.3
1739,1738,Isaiah Washington\isaiah-washington-1,SR,2017-18,G,Quinnipiac,MAAC,33,1094,33.2,2.6,8,1.2,3.2,1.5,4.8,1.6,2.4,0.8,2.6,3.4,2,0.9,0.3,1.8,2.7,8.3
372,371,Elijah Bryant\elijah-bryant-1,JR,2017-18,G,Brigham Young,WCC,35,1215,34.7,5.8,11.7,3.3,5.8,2.4,5.9,4.2,4.9,0.5,5.9,6.3,2.3,1.3,0.5,2.3,2.4,18.2
1060,1059,Erick Neal\erick-neal-1,SR,2017-18,G,Texas-Arlington,Sun Belt,33,1138,34.5,5.7,13.1,2.9,5.8,2.8,7.3,2.5,3.3,0.7,3.5,4.2,6.7,2,0.1,3.7,2.4,16.7
369,368,Josh Perkins\josh-perkins-1,JR,2017-18,G,Gonzaga,WCC,37,1216,32.9,4.2,9.6,2,3.9,2.2,5.7,1.6,2.2,0.5,2.6,3.1,5.3,1.2,0.1,2.1,2.5,12.3
2052,2051,Ronshad Shabazz\ronshad-shabazz-1,JR,2017-18,G,Appalachian State,Sun Belt,33,1079,32.7,6.2,15.6,3.8,8.5,2.4,7.1,3.5,5.2,0.6,1.9,2.5,3,1.1,0.1,2.4,1.8,18.5
507,506,James Thompson IV\james-thompsoniv-1,JR,2017-18,F,Eastern Michigan,MAC,35,1195,34.1,5.7,8.5,5.7,8.5,0,0,3,4.9,4.1,7.1,11.2,0.3,0.8,1.9,1.9,3.3,14.5
508,507,Kevin Vannatta\kevin-vannatta-1,SR,2017-18,G,North Carolina-Asheville,Big South,34,1195,35.1,3.2,7.4,2.3,4.6,0.9,2.7,2.3,2.9,0.9,4.3,5.3,3.1,0.7,0.1,1.7,1.8,9.7
1736,1735,Justin Kier\justin-kier-1,SO,2017-18,G,George Mason,A-10,33,1094,33.2,4.1,9,3.8,7.6,0.2,1.4,2.6,3.4,0.2,4.4,4.6,2.3,1.3,0.1,2.8,2.2,11
1788,1787,Liam O'Reilly\liam-oreilly-1,,2017-18,G,Gardner-Webb,Big South,32,1091,34.1,5.2,12.6,2.5,5.7,2.7,6.9,1.8,2.2,0.3,4.3,4.7,3.8,1,0.1,3,1.8,14.8
1837,1836,Darrell Davis\darrell-davis-2,SR,2017-18,G,Dayton,A-10,31,1088,35.1,4.8,11.1,2.5,5,2.3,6.1,3.4,3.9,0.5,3.6,4.1,2.7,0.7,0.1,2.7,2.2,15.4
449,448,JoJo Cooper\jojo-cooper-1,SR,2017-18,G,Wagner,NEC,33,1202,36.4,4.8,11.4,3.6,8.3,1.2,3.1,3.5,4.8,1.2,4.1,5.2,6.1,1.5,0,3.3,2.2,14.3
2222,2221,Triston Simpson\triston-simpson-1,SO,2017-18,G,South Dakota,Summit,35,1070,30.6,3.1,6.9,2.2,4.4,0.9,2.5,1.5,2.3,0.4,1.7,2.1,3.1,0.8,0,1.7,1.8,8.5
799,798,Quinndary Weatherspoon\quinndary-weatherspoon-1,JR,2017-18,G,Mississippi State,SEC,37,1162,31.4,5.1,10.4,3.9,6.8,1.1,3.6,3.2,4.1,1.5,4.5,6,3.3,1.4,0.3,2.7,2.3,14.4
1626,1625,Montell Goodwin\montell-goodwin-1,SR,2017-18,G,Eastern Illinois,OVC,31,1100,35.5,5.3,13.3,2.9,6.7,2.4,6.5,2.1,2.7,0.5,2.9,3.4,3.3,1.1,0.4,2,1.5,15
1512,1511,Vince Edwards\vince-edwards-2,SR,2017-18,F,Purdue,Big Ten,35,1106,31.6,5.1,10.8,3.7,7.1,1.5,3.7,2.9,3.4,2,5.4,7.4,2.9,0.5,0.6,2,1.8,14.6
1436,1435,Matt Farrell\matt-farrell-1,SR,2017-18,G,Notre Dame,ACC,31,1111,35.8,5.4,13.2,2.3,4.8,3.2,8.4,2.3,2.8,0.2,2.2,2.4,5.5,1,0.1,2.4,1.5,16.3
1510,1509,Ryan Betley\ryan-betley-1,SO,2017-18,G,Pennsylvania,Ivy,33,1106,33.5,4.5,10.8,2,4.2,2.5,6.5,2.6,3.4,0.6,4.4,5,1.2,0.8,0.4,1.5,2,14.3
112,112,Andre Spight\andre-spight-1,SR,2017-18,G,Northern Colorado,Big Sky,38,1285,33.8,7.7,17.4,4.3,9,3.4,8.4,3.7,4.7,0.5,3.4,3.9,3.7,1.2,0.3,2.9,1.9,22.5
1590,1589,Isaiah Reese\isaiah-reese-1,SO,2017-18,G,Canisius,MAAC,33,1102,33.4,6.1,13.1,3.5,6.1,2.5,7,2.2,2.5,0.5,5.2,5.8,4.7,2.2,0.2,2.6,2.2,16.9
110,110,Barry Brown\barry-brown-1,JR,2017-18,G,Kansas State,Big 12,37,1285,34.7,5.5,12.2,4.4,8.7,1.1,3.6,3.8,5,0.6,2.5,3.1,3.2,1.8,0.1,2.6,2.2,15.9
109,109,Mikal Bridges\mikal-bridges-1,JR,2017-18,G,Villanova,Big East,40,1285,32.1,6.1,11.9,3.5,5.9,2.6,6,2.9,3.4,1.4,4,5.3,1.9,1.5,1.1,1.4,2.2,17.7
743,742,Jarrod West\jarrod-west-2,FR,2017-18,G,Marshall,CUSA,36,1168,32.4,2.6,6,0.8,1.8,1.8,4.3,0.9,1.3,0.4,2.3,2.6,2.9,1.6,0.1,1.4,2.1,7.8
2258,2257,Kameron Langley\kameron-langley-1,FR,2017-18,G,North Carolina A&T,MEAC,35,1068,30.5,2.5,4.9,2.1,3.7,0.4,1.2,2,2.8,0.7,2.5,3.3,5.1,1.7,0.1,2.2,2.1,7.4
1591,1590,Jeff Roberson\jeff-roberson-1,SR,2017-18,F,Vanderbilt,SEC,32,1102,34.4,5.1,10.7,3.2,5.9,1.9,4.8,4.8,5.6,1.9,5.2,7.1,1.5,0.9,0.3,1.5,2.8,16.9
798,797,Junior Robinson\lamont-robinson-1,SR,2017-18,G,Mount St. Mary's,NEC,32,1162,36.3,7.1,16,4.7,9.7,2.4,6.3,5.3,5.9,0.6,2.3,2.9,4.8,1.2,0,2.8,2.7,22
1502,1501,Nate Navigato\nate-navigato-1,JR,2017-18,F,Toledo,MAC,34,1107,32.6,3.9,8.6,1.1,2.1,2.8,6.5,1.7,2.2,0.8,3.4,4.2,1.7,0.4,0.5,0.6,1.5,12.2
51,52,Grayson Allen\grayson-allen-1,SR,2017-18,G,Duke,ACC,37,1319,35.6,4.9,11.7,2.1,4.2,2.8,7.5,2.9,3.4,0.5,2.8,3.3,4.6,1.7,0.1,2.1,2.1,15.5
1439,1438,Tanner Leissner\tanner-leissner-1,SR,2017-18,F,New Hampshire,AEC,31,1111,35.8,6.3,13.9,5.1,10.2,1.2,3.7,4.9,6.4,2.6,4.3,6.9,2,0.5,0.3,1.6,2.1,18.7
116,116,Cody Martin\cody-martin-1,JR,2017-18,F,Nevada,MWC,36,1284,35.7,5.4,10.4,4.9,9,0.4,1.4,2.9,4.1,1.8,4.4,6.3,4.7,1.7,1.5,2,2.4,14
1431,1430,Levan Shawn Alston\shawn-alston-1,JR,2017-18,G,Temple,AAC,33,1111,33.7,4.8,11.9,2.6,6.5,2.2,5.4,1.6,1.8,0.7,2.5,3.2,3.1,0.8,0,1.6,1.6,13.3
744,743,Dylan Windler\dylan-windler-1,JR,2017-18,F,Belmont,OVC,33,1168,35.4,6.2,11.1,4.1,6.2,2.1,4.9,2.8,4,1.7,7.6,9.3,2.7,1,0.9,2.4,2.6,17.3
690,689,Isaiah Wright\isaiah-wright-1,JR,2017-18,G,San Diego,WCC,34,1173,34.5,4.3,9.6,2.8,5.6,1.6,4,3.2,4.4,0.3,4.6,4.9,5.3,1.3,0.1,3.1,2.7,13.4
872,871,Quentin Snider\quentin-snider-1,SR,2017-18,G,Louisville,ACC,36,1155,32.1,3.8,9.4,1.8,4.8,1.9,4.6,2.3,2.7,0.4,2.3,2.7,4,0.5,0,1.5,1.1,11.8
36,37,Ky Bowman\ky-bowman-1,SO,2017-18,G,Boston College,ACC,35,1337,38.2,6.3,14.9,4,8.6,2.3,6.3,2.7,3.4,0.8,6,6.8,4.7,1.5,0.3,3.2,2.6,17.6
132,132,Matt Mobley\matt-mobley-1,SR,2017-18,G,St. Bonaventure,A-10,34,1277,37.6,5.5,13.1,2.4,4.9,3.1,8.3,4,4.7,0.6,4.4,5,2.4,1.1,0.1,2.4,2.6,18.1
1588,1587,Nick Masterson\nick-masterson-1,SR,2017-18,G,Kennesaw State,A-Sun,30,1102,36.7,5.6,10,3.1,5.5,2.4,4.5,2.2,2.5,0.7,2.1,2.8,3.2,0.8,0.1,1.5,2,15.8
1419,1418,Zach Thomas\zach-thomas-1,SR,2017-18,F,Bucknell,Patriot,35,1113,31.8,5.9,12.7,4.1,8,1.8,4.7,6.9,8.9,1.3,7.8,9.1,2.1,1,0.7,2.9,2,20.5
689,688,Charles Williams\charles-williams-5,SO,2017-18,F,Howard,MEAC,33,1173,35.5,7.7,17.2,5.4,11.7,2.2,5.5,2.8,3.6,0.7,2.7,3.4,0.6,0.8,0.3,1.8,2.2,20.4
126,126,Shep Garner\shep-garner-1,SR,2017-18,G,Penn State,Big Ten,39,1279,32.8,3.7,8.4,0.7,1.3,3.1,7.1,0.9,1.1,0.2,1.8,2.1,1.3,0.9,0.1,1.2,2.1,11.4
1912,1911,Tim Bond\tim-bond-1,SR,2017-18,G,Eastern Michigan,MAC,35,1085,31,3.5,7.7,2.7,5.2,0.9,2.5,1.3,1.9,0.8,4.1,4.9,3.5,2.4,1.1,1.8,2.1,9.2
691,690,Deandre Ayton\deandre-ayton-1,FR,2017-18,F,Arizona,Pac-12,35,1172,33.5,7.9,12.9,7.5,11.9,0.3,1,4,5.5,3.4,8.2,11.6,1.6,0.6,1.9,2,2.3,20.1
1519,1518,Jaylen Nowell\jaylen-nowell-1,FR,2017-18,G,Washington,Pac-12,34,1106,32.5,6,13.2,4.8,10,1.1,3.3,2.9,3.7,1,3,4,2.7,1.1,0.3,2.5,2.8,16
1517,1516,Travis Munnings\travis-munnings-1,JR,2017-18,F,Louisiana-Monroe,Sun Belt,32,1106,34.6,5.8,12.3,3.6,6.7,2.2,5.7,2.2,3,1.7,5.6,7.3,2.4,1.3,0.2,1.7,2.5,15.9
2252,2251,Geno Crandall\geno-crandall-1,JR,2017-18,G,North Dakota,Big Sky,32,1068,33.4,5.6,11.1,4,7.4,1.6,3.8,3.8,5.3,1,3.3,4.3,3.6,2.1,0.1,3.3,3,16.6
1425,1424,Jordan Hill\jordan-hill-2,SR,2017-18,G,Seattle,WAC,33,1112,33.7,4.5,11.5,2.3,5.3,2.2,6.2,2.4,3.1,0.6,3.2,3.8,3.5,1.2,0.4,3,3.2,13.7
693,692,Jason Dunne\jason-dunne-1,JR,2017-18,G,Hartford,AEC,33,1172,35.5,5.1,12.3,2.2,4,3,8.3,1.6,2.2,0.5,3.2,3.7,2.8,1.3,0.2,2.2,2.3,14.8
2259,2258,Kevin McClain\kevin-mcclain-1,JR,2017-18,G,Belmont,OVC,33,1068,32.4,4.4,9.6,2.7,4.8,1.7,4.9,2.1,2.9,0.8,3,3.8,2.1,1,0.2,1.6,1.6,12.6
851,850,Justin Strings\justin-strings-1,SR,2017-18,F,Sacramento State,Big Sky,32,1157,36.2,7,16.3,6,13,0.9,3.3,3,4.9,1.4,5.6,7,2.3,0.6,0.9,2.3,2.4,17.9
1863,1862,Tre'Shaun Fletcher\treshaun-fletcher-1,,2017-18,G,Toledo,MAC,33,1087,32.9,6.2,13.4,4.7,9.2,1.5,4.2,4.2,5.9,1.8,6.2,8,4.3,0.8,0.2,2.4,2.3,18.1
1446,1445,Jeff Thomas\jeff-thomas-2,JR,2017-18,F,Georgia State,Sun Belt,35,1111,31.7,3.9,8.2,2.1,3.7,1.8,4.5,1.2,1.4,0.7,3.5,4.3,1.2,1,0.8,0.9,2.1,10.7
730,729,Matthew Butler\matthew-butler-1,SR,2017-18,G,Tennessee-Martin,OVC,31,1169,37.7,5.8,14.5,2.9,6.2,2.9,8.3,1.5,1.8,0.3,2.3,2.6,3,0.9,0.1,3.2,2,16
1948,1947,Austin Luke\austin-luke-1,SR,2017-18,G,Belmont,OVC,33,1084,32.8,3.1,7.2,0.9,1.9,2.2,5.3,0.8,0.9,0.2,2.7,2.9,7.5,1,0.1,3.2,1.6,9.2
1607,1606,Mark Hughes\mark-hughes-1,JR,2017-18,G,Wright State,Horizon,35,1101,31.5,3.1,7.7,1.3,2.4,1.8,5.2,1.7,2,0.3,2.9,3.1,3,1.2,0.3,1.6,2.4,9.7
827,826,K.J. Maura\kj-maura-1,SR,2017-18,G,Maryland-Baltimore County,AEC,33,1159,35.1,3.7,7.9,1.8,3.5,1.9,4.5,1.9,2.2,0.6,1.6,2.2,5,2,0,1.9,1.5,11.3
1606,1605,Kevin Huerter\kevin-huerter-1,SO,2017-18,G,Maryland,Big Ten,32,1101,34.4,5.1,10.1,2.8,4.6,2.3,5.5,2.3,3.1,1,4.1,5,3.4,0.6,0.7,2.5,2.4,14.8
